trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
I Don't Gotta Know,Adam Fan,5207135,chinese idol pop,0.736,0.486,4.0,-8.529,1.0,0.38,0.28,0.0,0.351,0.784,160.066,audio_features,4bToS6CYQw8A9IDGPVmkjW,spotify:track:4bToS6CYQw8A9IDGPVmkjW,https://api.spotify.com/v1/tracks/4bToS6CYQw8A9IDGPVmkjW,https://api.spotify.com/v1/audio-analysis/4bToS6CYQw8A9IDGPVmkjW,163500.0,4.0
I Don't Gotta Know,Adam Fan,5207135,chinese idol pop,0.736,0.486,4.0,-8.529,1.0,0.38,0.28,0.0,0.351,0.784,160.066,audio_features,4bToS6CYQw8A9IDGPVmkjW,spotify:track:4bToS6CYQw8A9IDGPVmkjW,https://api.spotify.com/v1/tracks/4bToS6CYQw8A9IDGPVmkjW,https://api.spotify.com/v1/audio-analysis/4bToS6CYQw8A9IDGPVmkjW,163500.0,4.0
